,artists
11423,"['Frederick Loewe', 'Julie Andrews', 'Richard Burton', 'Franz Allers']"
11424,"['John Francis Wade', 'Leonard Bernstein', 'New York Philharmonic']"
11425,['Miriam Makeba']
11426,['Mormon Tabernacle Choir']
11427,['Miklós Rózsa']
11428,"['Johann Pachelbel', 'English Chamber Orchestra', 'Raymond Leppard']"
11429,['Ranu Mukherjee']
11430,['La Playa Sextet']
11431,"['Mel Tormé', 'The Meltones']"
11432,"['Frederick Loewe', 'Mary Sue Berry', 'Franz Allers']"
11433,['Emile Ford & The Checkmates']
11434,"['Frederick Loewe', 'Roddy McDowall', 'Franz Allers']"
11435,"['Franz von Suppé', 'Detroit Symphony Orchestra', 'Paul Paray']"
11436,"['Frederick Loewe', 'The Camelot Ensemble', 'Franz Allers']"
11437,"['Lewis H. Redner', 'Leonard Bernstein', 'New York Philharmonic']"
11438,['Babatunde Olatunji']
11439,['Hariharan']
11440,"['Remo Giazotto', 'Jean-Claude Malgoire', 'La Grande Écurie et la Chambre du Roy']"
11441,"['George Frideric Handel', 'Leonard Bernstein', 'New York Philharmonic']"
11442,['Art Pepper Quintet']
11443,"['Doris Day', 'Neal Hefti & His Orchestra']"
11444,['Charlie Rouse']
11445,['Carolyn Hester']
11446,"['Gregorian Chant', 'The Choir of the Carmelite Priory London', 'John McCarthy']"
11447,"['Celia Cruz', 'La Sonora Matancera']"
11448,"['Benjamin Britten', 'New York Philharmonic', 'Leonard Bernstein']"
11449,['Andy Griffith']
11450,['John D. Loudermilk']
11451,['Pete Fountain']
11452,"['Henry Mancini', 'Johnny Mercer']"
11453,"['Camille Saint-Saëns', 'Gaby Casadesus', 'Philippe Entremont', 'Yo-Yo Ma']"
11454,"['Daniel Emmett', 'Mormon Tabernacle Choir', 'Richard P. Condie']"
11455,"['Camille Saint-Saëns', 'Philadelphia Orchestra', 'Eugene Ormandy']"
11456,"['The Montgomery Gospel Trio, The Nashville Quartet, and Guy Carawan']"
11457,"['Annette Funicello', 'Tommy Sands']"
11458,['Carmell Jones']
11459,"['Talat Mahmood', 'Lata Mangeshkar']"
11460,"['Paul Dukas', ""L'Orchestre National de France"", 'Lorin Maazel', 'Orchestre National De France']"
11461,"['Gustav Holst', 'Lorin Maazel', 'Orchestre National De France']"
11462,['Jimmy Heath']
11463,['Jorge Valente']
11464,"['Camille Saint-Saëns', 'Arthur Fiedler', 'Leo Litwin', 'Samuel Lipman', 'Martin Hoherman', 'Boston Pops Orchestra']"
11465,"['Vincenzo Bellini', 'Maria Callas', 'Coro Del Teatro Alla Scala Di Milano', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala Di Milan']"
11466,"['Dinah Washington', 'Belford Hendricks']"
11467,['Buster Brown']
11468,['Shirley Bassey']
11469,['Irma Serrano']
11470,['The Three Sounds']
11471,"[""Billo's""]"
11472,"['John Lennon', 'Paul McCartney', 'Plácido Domingo', 'Lee Holdridge']"
11473,['Sounds Orchestral']
11474,['Zero Mostel']
11475,['Harish Raghavendra']
11476,['Alfred Hitchcock']
11477,"['Giacomo Puccini', 'Renata Tebaldi', 'Orchestra del Maggio Musicale Fiorentino', 'Lamberto Gardelli']"
11478,['Buddy Rich And His Sextet']
11479,"['Unnikrishnan', 'Harini']"
11480,"['Johannes Brahms', 'Leonard Bernstein', 'New York Philharmonic']"
11481,['Rahsaan Roland Kirk']
11482,"['Lewis H. Redner', 'Eugene Ormandy', 'Philadelphia Orchestra']"
11483,['McCoy Tyner Trio']
11484,['Frank Proffitt']
11485,['Firehouse Five Plus Two']
11486,"['Bing Crosby', 'Bob Hope', 'Vic Schoen & His Orchestra']"
11487,['Phineas Newborn Jr.']
11488,"['Giuseppe Verdi', ""Orchestra Del Teatro Dell'Opera Di Roma"", 'Sir Georg Solti']"
11489,"[""Bailey's Nervous Kats""]"
11490,"['Cannonball Adderley', 'Sweet']"
11491,"['Ben Webster', 'Harry ""Sweets"" Edison']"
11492,"['Richard Rodgers', 'Oscar Hammerstein II']"
11493,"['Julio Sosa', 'Leopoldo Federico y su Orquesta']"
11494,['Roy Clark']
11495,['Billy Strayhorn']
11496,"['Alexander Borodin', 'Isaac Stern', 'Frank Brieff', 'Columbia Symphony Orchestra']"
11497,"['Traditional', 'Mormon Tabernacle Choir', 'Richard P. Condie']"
11498,"['Johannes Brahms', 'Isaac Stern', 'Milton Katims', 'Columbia Symphony Orchestra']"
11499,"['Charles Zimmerman', 'Mormon Tabernacle Choir']"
11500,['Baby Washington']
11501,['Robert Uhlmarash']
11502,['Coleman Hawkins Quartet']
11503,['The Dovells']
11504,"['Bobby Rydell', 'Bye Bye Birdie Ensemble']"
11505,"['Fritz Kreisler', 'Isaac Stern', 'János Rolla', 'Franz Liszt Chamber Orchestra']"
11506,['Homer & Jethro']
11507,"['Lalo Schifrin', 'Bob Brookmeyer']"
11508,['The Astronauts']
11509,"['Samuel A. Ward', 'Mormon Tabernacle Choir', 'Jerold D. Ottley', 'Columbia Symphony Orchestra']"
11510,['The Dukes Of Dixieland']
11511,"['Wolfgang Amadeus Mozart', 'Elisabeth Schwarzkopf', 'Karl Böhm', 'Philharmonia Orchestra']"
11512,"['Samuel A. Ward', 'Mormon Tabernacle Choir', 'Eugene Ormandy', 'Philadelphia Orchestra']"
11513,"['John Stafford Smith', 'Mormon Tabernacle Choir', 'Eugene Ormandy', 'Richard P. Condie', 'Philadelphia Orchestra']"
11514,"['Henry Carey', 'Mormon Tabernacle Choir']"
11515,"['George Jones', 'Melba Montgomery']"
11516,"['Johnny Cash', 'The Carter Family']"
11517,['The Cookies']
11518,['John Gary']
11519,['Ray Charles Singers']
11520,"['Wolfgang Amadeus Mozart', 'Fritz Wunderlich', 'Berliner Philharmoniker', 'Karl Böhm']"
11521,"['Marvin Gaye', 'Mary Wells']"
11522,['Luis Segura']
11523,['Johnny Hallyday']
11524,['Judy Henske']
11525,['Marni Nixon']
11526,['Eddie Harris']
11527,"['Irwin Kostal', 'Evadne Baker', 'Annalee', 'Portia Nelson', 'Marni Nixon']"
11528,['Clark Terry']
11529,['Horst Jankowski']
11530,"['Oscar Peterson Trio', 'Clark Terry']"
11531,['Bill Shirley']
11532,"[""The M-M's And The Peanuts""]"
11533,['Gary Shearston']
11534,['101 Strings Orchestra']
11535,['María Elena Walsh']
11536,"['Amalia Mendoza', 'José Alfredo Jimenez']"
11537,['Jacques Brel']
11538,"['Charles Nelson Reilly', 'Jerry Dodge', 'Carol Channing', 'Igors Gavon', 'Hello, Dolly! Ensemble']"
11539,['Sandie Shaw']
11540,"['El Gran Combo De Puerto Rico', 'Gilberto Santa Rosa']"
11541,"['Henry Purcell', 'Leontyne Price', 'Francesco Molinari-Pradelli']"
11542,['The Gentrys']
11543,"['The Graham Bond Organisation', 'Jack Bruce', 'Ginger Baker']"
11544,['Charlie Byrd']
11545,"['Julie London', 'Bud Shank Quintet']"
11546,"['Ruben Tagalog, Tres Rosas & Leopoldo Silos']"
11547,"['Paco de Lucía', 'Ricardo Modrego']"
11548,['Maurice Jarre']
11549,['The Knickerbockers']
11550,"['Maria Callas', 'Tullio Serafin', 'Choeur et orchestre du Théâtre de la Scala de Milan']"
11551,['Bob Brookmeyer']
11552,['The Barbarians']
11553,"['Cy Coleman', 'Helen Gallagher', 'Thelma Oliver', 'Sweet Charity Ensemble', 'Fred Werner', 'Sweet Charity Original Broadway Cast']"
11554,['Massiel']
11555,['Chico Buarque']
11556,['Los Iracundos']
11557,['The Mad Lads']
11558,['Billy Lee Riley']
11559,"['Ismael Rivera', 'Cortijo Y Su Combo']"
11560,['Gene Pitney']
11561,['Enrico Macias']
11562,['Pierre Barouh']
11563,"['Stan Getz', 'Laurindo Almeida']"
11564,"['Ennio Morricone', 'Itzhak Perlman', 'John Williams', 'Pittsburgh Symphony Orchestra']"
11565,['Mitch Ryder and The Detroit Wheels']
11566,"['Musikkorps der 1. Gebirgsdivision Garmisch-Partenkirchen & der Chor des Gebirgsfernmeldebataillons 8, Mittenwald; Leitung Herbert Zimmermann']"
11567,"['Pablo de Sarasate', 'Itzhak Perlman', 'David Garvey']"
11568,"['Ismael Rivera', 'Rafael Cortijo']"
11569,['The Music Machine']
11570,['50 Guitars of Tommy Garrett']
11571,['Baden Powell']
11572,['John Mayall & The Bluesbreakers']
11573,['Red Simpson']
11574,['La Lupe']
11575,"['Stan Getz', 'Chick Corea', 'Bill Evans']"
11576,"['Ella Fitzgerald', 'Bob Norberg']"
11577,['Buddy Fo & His Group']
11578,['Mantovani']
11579,['Anna Karina']
11580,['Keith']
11581,['Them Two']
11582,['John Fred and His Playboy Band']
11583,"['Ella Fitzgerald', 'Robert Norberg']"
11584,['Lalo Schifrin']
11585,"['John Holt', 'The Paragons']"
11586,"['Ronnie Aldrich and his 2 pianos', 'London Festival Orchestra']"
11587,"['Magic Sam', 'Mighty Joe Young', 'Stockholm Slim', 'Earnest Johnson', 'Odie Payne, Jr.']"
11588,['James Last']
11589,['Maynard Ferguson Orchestra']
11590,['The Incredible String Band']
11591,"['Ludwig van Beethoven', 'Glenn Gould']"
11592,"['Johann Sebastian Bach', 'Zubin Mehta', 'New York Philharmonic', 'Isaac Stern', 'Itzhak Perlman']"
11593,"['Carmela Y Rafael', 'Rondalla Mexicana Del Chato Franco']"
11594,['why mona']
11595,['The Chocolate Watchband']
11596,['Betty Chung']
11597,['Paul Horn']
11598,"['Léo Delibes', 'Dame Joan Sutherland', 'Jane Berbié', ""Orchestre National de l'Opéra de Monte-Carlo"", 'Richard Bonynge']"
11599,['P.P. Arnold']
11600,['Amalia Mendoza']
11601,['Patty Pravo']
11602,['Prince Buster']
11603,"['Willie Rosario and His Orchestra', 'Frank Figueroa']"
11604,['Quicksilver Messenger Service']
11605,['Wicked Lady']
11606,['Pentangle']
11607,['Brooklyn Bridge']
11608,['Blue Cheer']
11609,['Anita Kerr Singers']
11610,['The Uniques']
11611,"['Desmond Dekker & The Aces', 'Desmond Dekker', 'The Aces']"
11612,['Syl Johnson']
11613,['F. J. McMahon']
11614,['The Winstons']
11615,['Manfred Mann Chapter Three']
11616,"['James Brown', 'Dee Felice Trio']"
11617,['Harry J Allstars']
11618,['Dan Hicks & His Hot Licks']
11619,['Gilberto Gil']
11620,['Longbranch/Pennywhistle']
11621,['Gal Costa']
11622,['Michael Chapman']
11623,['Johnny Adams']
11624,"['Frank Sinatra', 'Luciano Pavarotti']"
11625,['Wallace Collection']
11626,['George Martin']
11627,['Garland Green']
11628,"['Keith Mansfield', 'The KPM Orchestra']"
11629,['Andy Kim']
11630,"['Serge Gainsbourg', 'Jane Birkin']"
11631,['Jim Ford']
11632,"['Lee ""Scratch"" Perry', 'The Upsetters']"
11633,['Ismael Rivera Y Sus Cachimbos']
11634,"['Louis Hardin', 'Moondog']"
11635,['Mighty Baby']
11636,['Bridget St John']
11637,['The Pioneers']
11638,"['Michael Nesmith', 'The First National Band']"
11639,"['Django Reinhardt', 'Benny Carter', 'Hawkins C. All Star Jam Band']"
11640,['Christie']
11641,"['Les Baxter', '101 Strings Orchestra']"
11642,['The Jaggerz']
11643,['The Chi-Lites']
11644,['Desmond Dekker']
11645,['Mavis Staples']
11646,['Jackie Mittoo']
11647,['Hawkwind']
11648,['Ananda Shankar']
11649,['Bob & Marcia']
11650,"['Creedence Clearwater Revival', ""Booker T. & the M.G.'s""]"
11651,['Exuma']
11652,['Bobby Sherman']
11653,"['Francisco Tárrega', 'Julian Bream']"
11654,['Linda Perhacs']
11655,['The Osmonds']
11656,"['Django Reinhardt', 'Quintette du Hot Club de France']"
11657,['Los Gatos Negros De Tiberio']
11658,"['Jerry Garcia', 'Howard Wales']"
11659,['Annibale E I Cantori Moderni']
11660,"['Mahavishnu Orchestra', 'John McLaughlin']"
11661,['Banda Sinaloense El Recodo De Cruz Lizarraga']
11662,['Paul Pena']
11663,"['John Williams', 'Chaim Topol', 'Norma Crane', 'Michael Gläser', 'Michele Marsh', '""Fiddler On The Roof” Motion Picture Chorus', 'Isaac Stern', '""Fiddler On The Roof” Motion Picture Orchestra']"
11664,['Delaney & Bonnie']
11665,"[""Howlin' Wolf"", 'Eric Clapton', 'Steve Winwood', 'Bill Wyman', 'Charlie Watts']"
11666,"['John Williams', 'Rosalind Harris', 'Michele Marsh', 'Neva Small', '""Fiddler On The Roof” Motion Picture Orchestra']"
11667,['Aubrey Woods']
11668,['Glenn Lewis']
11669,"['John Williams', 'Chaim Topol', '""Fiddler On The Roof” Motion Picture Chorus', 'Isaac Stern', '""Fiddler On The Roof” Motion Picture Orchestra']"
11670,['Judee Sill']
11671,['Eugene McDaniels']
11672,['Felt']
11673,"['Fela Kuti', 'Ginger Baker']"
11674,"['Laura Nyro', 'LaBelle']"
11675,['Earl Scruggs']
11676,['lighthouse']
11677,['Bill Fay']
11678,['Alberto Cortez']
11679,['Gary Bartz Ntu Troop']
11680,['Keith Jarrett']
11681,"['John Williams', 'Chaim Topol', 'Paul Mann', '""Fiddler On The Roof” Motion Picture Chorus', '""Fiddler On The Roof” Motion Picture Orchestra']"
11682,['Stranger Cole']
11683,"['John Lee Hooker', 'Canned Heat']"
11684,['Caravan']
11685,"['Julie Dawn Cole', 'Oompa Loompa Cast']"
11686,['Cowboy']
11687,"['Jack Albertson', 'Peter Ostrum']"
11688,"['John Williams', 'Chaim Topol', 'Norma Crane', '""Fiddler On The Roof” Motion Picture Chorus', '""Fiddler On The Roof” Motion Picture Orchestra', 'Isaac Stern']"
11689,['Ocean']
11690,['Leaf Hound']
11691,"['Cactus', 'Gene Paul', 'Jackson Howe']"
11692,['Norman Blake']
11693,['Doc & Merle Watson']
11694,['The New Seekers']
11695,"['Nitty Gritty Dirt Band', 'Mother Maybelle Carter']"
11696,['Wishbone Ash']
11697,['Roy Buchanan']
11698,['Arthur Lee']
11699,['The Belmonts']
11700,"['Charles Strouse', 'Donald Craig', 'Laurie Beechman', 'Edie Cowan', 'Penny Worth', 'Annie Ensemble', 'Peter Howard']"
11701,"[""It's A Beautiful Day""]"
11702,"['Graham Nash', 'David Crosby']"
11703,['Tia Blake']
11704,['Ken Boothe']
11705,['The Crusaders']
11706,['Michel Fugain & Le Big Bazar']
11707,"['Hui Ohana', 'Ledward Kaapana', ""Nedward Ka'apana"", 'Dennis Pavao']"
11708,['Charles Lloyd']
11709,['The Brady Bunch']
11710,['Andres Landero Y Su Conjunto']
11711,['Tom Zé']
11712,['Archie Shepp']
11713,"['Derek & The Dominos', 'Duane Allman']"
11714,['Elis Regina']
11715,['Donny Osmond']
11716,['Alice Clark']
11717,['Blackrock']
11718,['The Irish Rovers']
11719,"['The Dawn', 'Tony Orlando']"
11720,"['Chick Corea', 'Return To Forever']"
11721,['The Honey Drippers']
11722,"['Eric Clapton', 'Jon Astley', 'Andy Macpherson']"
11723,['Ian Matthews']
11724,['Edward Bear']
11725,['Vangelis']
11726,['Pescado Rabioso']
11727,['Nick Ingman']
11728,['Terry Reid']
11729,"['Miguel', 'Wale']"
11730,['Kim Jung Mi']
11731,['Willie Hutch']
11732,['John Cameron']
11733,"['Giacomo Puccini', 'Luciano Pavarotti', 'Mirella Freni', 'Berliner Philharmoniker', 'Herbert von Karajan']"
11734,['Alphonse Mouzon']
11735,['Doug Sahm']
11736,['Foster Sylvers']
11737,['Hank Crawford']
11738,['Keith Emerson']
11739,['Boris Gardiner']
11740,['Brian Protheroe']
11741,['The Natural Four']
11742,"['Aretha Franklin', 'Duane Allman']"
11743,['The Souther-Hillman-Furay Band']
11744,['Stanley Clarke']
11745,['Ronnie Wood']
11746,"['Piero Piccioni', 'Catherine Howe']"
11747,['Simón Díaz']
11748,['Tangerine Dream']
11749,"['Fania All Stars', 'Cheo Feliciano', 'Jan Hammer']"
11750,"['Ron Carter', 'Mickey Roker', 'Carlos Valdes', 'Michael Longo']"
11751,['Popol Vuh']
11752,['Camel']
11753,['Steve Kuhn']
11754,"['Hariprasad Chaurasia', 'Shivkumar Sharma', 'Kashinath Mishra']"
11755,"['Felix Mendelssohn', 'Daniel Barenboim']"
11756,['Millie Jackson']
11757,['Ismael Miranda']
11758,['Quiet World']
11759,['Cluster']
11760,['Los Donneños']
11761,"['Robert Fripp', 'Brian Eno']"
11762,"['Ray Barretto', 'Tito Gómez']"
11763,['Stretch']
11764,"['Carl Orff', 'Brighton Festival Chorus', 'Royal Philharmonic Orchestra', 'Antal Doráti']"
11765,['Cast']
11766,['Bobby Hutcherson']
11767,['kalapana']
11768,['Djavan']
11769,"['Frank Zappa', 'The Mothers Of Invention']"
11770,"['Fania All Stars', 'Celia Cruz']"
11771,['Ataraxia']
11772,['Ronnie Laws']
11773,['Cecilio & Kapono']
11774,['Trio Los Condes']
11775,['Mandrill']
11776,['Gabby Pahinui']
11777,['James Cleveland']
11778,['Soft Machine']
11779,"['George Frideric Handel', 'Pierre Boulez', 'New York Philharmonic']"
11780,"['Steven Halpern', 'Iasos']"
11781,['Shirley & Company']
11782,"['John Abercrombie', 'Jan Hammer', 'Jack DeJohnette']"
11783,['Kate & Anna McGarrigle']
11784,['Southside Johnny And The Asbury Jukes']
11785,"['Bernard Herrmann', 'James P. Nichols']"
11786,"['King Tubby', 'Augustus Pablo']"
11787,['Penguin Cafe Orchestra']
11788,['Binomio de Oro']
11789,['Kenny Nolan']
11790,['Ned Doheny']
11791,"['Antonio Vivaldi', 'Claudio Scimone', 'Juan Carlos Rybin', 'I Solisti Veneti']"
11792,['Chris Hillman']
11793,['Jimmy Rogers']
11794,['The Wild Tchoupitoulas']
11795,['Pat Metheny']
11796,['Klaatu']
11797,['T. Bolin']
11798,['Steve Young']
11799,['Double Exposure']
11800,['Dexter Wansel']
11801,['Jaco Pastorius']
11802,['Shaun Cassidy']
11803,['Jan Hammer Group']
11804,['RAMP']
11805,['Ian Dury']
11806,['Graham Parker & The Rumour']
11807,"['Pete Townshend', 'Ronnie Lane']"
11808,"['Cluster', 'Eno']"
11809,"['Sonora Ponceña', 'Papo Lucca']"
11810,['Dean Friedman']
11811,['Jean-Luc Ponty']
11812,['Dragon']
11813,"[""Satan's Rats""]"
11814,['Al Di Meola']
11815,"['Johnny ""Guitar"" Watson']"
11816,['Frank Stallone']
11817,['Woody Shaw']
11818,['Lafayette Leake']
11819,['Jean Carn']
11820,"['Cindy Bullens', 'Louis St. Louis']"
11821,['Sun']
11822,['Frank Mills']
11823,['Chris Spedding']
11824,"['Johann Pachelbel', 'Stuttgart Chamber Orchestra', 'Karl Münchinger']"
11825,"['Diana Ross', 'Michael Jackson']"
11826,['Cold Chisel']
11827,"['Diana Ross', 'Michael Jackson', 'Nipsey Russell', 'Ted Ross', 'Richard Pryor', 'Lena Horne', 'Mabel King', 'Thelma Carpenter', 'Theresa Merritt']"
11828,"['The Blues Brothers', 'Joe Gastwirt']"
11829,['Tommy Flanagan']
11830,"['Ashford & Simpson', 'James Simpson']"
11831,['Alice Bowie']
11832,"['Conway Twitty', 'Joni Twitty']"
11833,['Yesca']
11834,['Louis St. Louis']
11835,['The Brothers Cazimero']
11836,['Ian Gomm']
11837,['LeRoux']
11838,"['The Spinners', 'Dionne Warwick']"
11839,"['Haruomi Hosono', 'イエロー・マジック・バンド']"
11840,['Iain Matthews']
11841,['Peter Rowan']
11842,"[""Mother's Finest""]"
11843,['The Hazzard County Boys']
11844,['Hëctor Montemayor']
11845,['Joni Haastrup']
11846,['Pages']
11847,['Carlton Williams']
11848,"['Kenny Rogers', 'Dottie West']"
11849,['Foxy']
11850,['Aquarian Dream']
11851,['Paul Stanley']
11852,['Richie Furay']
11853,['Andrew Jackman']
11854,"['Galt MacDermot', 'Tom Pierson']"
11855,['Chapter 8']
11856,['Gino Soccio']
11857,['McFadden & Whitehead']
11858,['Missouri']
11859,['Dave Edmunds']
11860,['James Cleveland & The Southern California Community Choir']
11861,['Pseudo Echo']
11862,['The Flying Lizards']
11863,"['笠井 紀美子', 'Herbie Hancock']"
11864,"['Pietro Mascagni', 'Riccardo Muti', 'Philharmonia Orchestra']"
11865,['Brainstorm']
11866,['Dr. Teeth and The Electric Mayhem']
11867,"['Ana Belén', 'Víctor Manuel']"
11868,['Pat Travers Band']
11869,['Japan']
11870,['Bread And Butter']
11871,['Francis Cabrel']
11872,['The Imperials']
11873,"['Ottorino Respighi', 'Boston Symphony Orchestra', 'Seiji Ozawa']"
11874,['Fern Kinney']
11875,['Quintette du Hot Club de France']
11876,['The Beat']
11877,['Edwin Birdsong']
11878,['Candido']
11879,['The Birthday Party']
11880,"['Rubén Blades', 'Fania All Stars']"
11881,"['Orchestra Baobab', 'Baobab-Gouye-Gui de Dakar']"
11882,['Archie James Cavanaugh']
11883,['Nicola Di Bari']
11884,['Balla Et Ses Balladins']
11885,['Terje Rypdal']
11886,['Johnny Osbourne']
11887,['Los Hermanos Barron']
11888,['Paul McCrane']
11889,['Frances Yip']
11890,['Michael Stanley Band']
11891,"['Brian Eno', 'Harold Budd']"
11892,"['Camille Saint-Saëns', 'Christopher van Kampen', 'Pascal Rogé', 'Cristina Ortiz', 'London Sinfonietta', 'Charles Dutoit']"
11893,['Breakwater']
11894,"['Ebo Taylor', 'Uhuru-Yenzu']"
11895,"['Ludwig van Beethoven', 'Henryk Szeryng', 'Ingrid Haebler']"
11896,['Girlschool']
11897,['Ramón Torres']
11898,"['Camille Saint-Saëns', 'Pascal Rogé', 'Cristina Ortiz', 'London Sinfonietta', 'Charles Dutoit']"
11899,['Australian Crawl']
11900,"['Johnny Ace', 'Johnny Otis & His Orchestra']"
11901,['Mary Clark']
11902,['APO Hiking Society']
11903,['Kenny Rankin']
11904,['Kano']
11905,"['Ismael Miranda', 'Willie Colón']"
11906,['Loleatta Holloway']
11907,['Bryan Bowers']
11908,['Yarbrough & Peoples']
11909,['Young Marble Giants']
11910,"['Olivia Newton-John', 'Cliff Richard']"
11911,['Shooting Star']
11912,"['Pyotr Ilyich Tchaikovsky', 'Concertgebouworkest', 'Antal Doráti']"
11913,"['George Frideric Handel', 'John Eliot Gardiner', 'English Baroque Soloists']"
11914,['Riot']
11915,"['Brian Eno', 'David Byrne']"
11916,['The Passions']
11917,"['Merle Haggard', 'Janie Fricke']"
11918,['The Danse Society']
11919,['Aneka']
11920,"['Tom Petty and the Heartbreakers', 'Stevie Nicks']"
11921,['The Sound']
11922,"['Miroslav Vitous', 'Terje Rypdal', 'Jack DeJohnette']"
11923,"['Pat Metheny', 'Lyle Mays']"
11924,['Altered Images']
11925,['Bernard Wright']
11926,"['John Carpenter', 'Alan Howarth']"
11927,['Praying Mantis']
11928,"['Gustav Holst', 'Berliner Philharmoniker', 'Herbert von Karajan']"
11929,['Yellowjackets']
11930,"['Isaac Albéniz', 'John Williams']"
11931,"['Blondie', 'Mike Chapman']"
11932,"['Al Di Meola', 'John McLaughlin', 'Paco de Lucía']"
11933,['Wasted Youth']
11934,['Grauzone']
11935,['Section 25']
11936,['JFA']
11937,['Loredana Bertè']
11938,['Charly McClain']
11939,['Charlene']
11940,['Eek-A-Mouse']
11941,"['Blancmange', 'Dennis Weinrich with John O.Williams']"
11942,"[""Fat Larry's Band""]"
11943,"['Kenny Loggins', 'Steve Perry']"
11944,['Heaven 17']
11945,['Paddy Reilly']
11946,['Laurie Anderson']
11947,"['Philip Glass', 'Philip Glass Ensemble', 'Michael Riesman']"
11948,['Boys Town Gang']
11949,['Denroy Morgan']
11950,['João Bosco']
11951,['Anvil']
11952,['Franco Battiato']
11953,"['Michael Jackson', 'Kanye West']"
11954,"['The Crusaders', 'B.B. King', 'Royal Philharmonic Orchestra']"
11955,['Mikey Dread']
11956,['Tab Hunter']
11957,['Cock Sparrer']
11958,['Gloria Jones']
