,artists
16493,['The Black Dahlia Murder']
16494,['Tito Rojas']
16495,"['Paul Wall', 'Jermaine Dupri']"
16496,['Scary Kids Scaring Kids']
16497,['Fabrizio Paterlini']
16498,"['Pitbull', 'Lil Jon']"
16499,"['Flex', 'Alex Pro']"
16500,['Nigga']
16501,['Pressure']
16502,['The Weakerthans']
16503,"['Jean Sibelius', 'Jian Wang', 'Göran Söllscher']"
16504,['Mohit Chauhan']
16505,"['Gorilla Zoe', 'Yung Joc']"
16506,['Kevin Fowler']
16507,"['Johann Nepomuk Hummel', 'Tine Thing Helseth']"
16508,"['Billy Ray Cyrus', 'Miley Cyrus']"
16509,['Katharine McPhee']
16510,"['Hans Zimmer', 'Ted Elliot', 'Terry Rossio']"
16511,"['DJ Khaled', 'T-Pain', 'Rick Ross', 'Plies', 'Trick Daddy']"
16512,['La Firma']
16513,['La Nobleza De Aguililla']
16514,"['Three 6 Mafia', 'Akon']"
16515,['David Byrne']
16516,['Priscilla Ahn']
16517,['I Set My Friends On Fire']
16518,"['Lil Wayne', 'D. Smith']"
16519,['Keak Da Sneak']
16520,"['Jesus Culture', 'Chris Quilala']"
16521,['Warren Hill']
16522,"['Felix Mendelssohn', 'Bertrand Chamayou']"
16523,['The Sweet Remains']
16524,"['Ben Folds', 'Regina Spektor']"
16525,['Eric Hutchinson']
16526,"['High School Musical Cast', 'Ashley Tisdale', 'Lucas Grabeel']"
16527,"['T-Pain', 'Ludacris']"
16528,"['Héctor Acosta ""El Torito""']"
16529,['Lenka']
16530,"['DJ Khaled', 'Plies', 'Boosie Badazz', 'Rick Ross', 'Ace Hood', 'Akon', 'Trick Daddy']"
16531,"['Lady Gaga', 'Space Cowboy', 'Flo Rida']"
16532,"['DJ Khaled', 'Ace Hood', 'Akon', 'Plies', 'Trick Daddy', 'Rick Ross', 'Boosie Badazz']"
16533,"['Yung L.A.', 'Young Dro', 'T.I.']"
16534,"['Anthony Hamilton', 'David Banner']"
16535,['The Maine']
16536,"['Luis Fonsi', 'Aleks Syntek', 'Noel Schajris', 'David Bisbal']"
16537,['Daron Malakian and Scars On Broadway']
16538,['Suicide Silence']
16539,['Michael Lington']
16540,"['Lil Wayne', 'Robin Thicke']"
16541,['Grouper']
16542,['Paper Lace']
16543,"['Amanda Seyfried', 'Stellan Skarsgård']"
16544,"['Colt Ford', 'Brantley Gilbert']"
16545,['Roop Kumar Rathod']
16546,"['Frank Sinatra', 'Antônio Carlos Jobim']"
16547,['Rebel Souljahz']
16548,"['Various Artists', 'Endeverafter']"
16549,['Elephant Revival']
16550,"['brandUn DeShay', 'Tyler, The Creator', 'Casey Veggies']"
16551,"['The Cinematic Orchestra', 'London Metropolitan Orchestra']"
16552,['Thriving Ivory']
16553,['Eric Darius']
16554,"['Diplomats of Solid Sound', 'The Diplomettes']"
16555,['Axis']
16556,['Palaraga']
16557,['Terzacorda']
16558,['The Hates']
16559,['Marlon D']
16560,"['Rodrigo Deem', 'KARRA']"
16561,['SCHALA']
16562,"['Nonsense Stinks', 'Daugse']"
16563,['Ex']
16564,"['Estiva', 'Skouners', 'Delaney Jane']"
16565,"['Alex Klingle', 'Linnea Schossow']"
16566,['Quarter Past One']
16567,"['Will Holland', 'Jeza', 'Beat Service']"
16568,"['Temple One', 'Hannah Ray']"
16569,"['Temple One', 'Neev Kennedy']"
16570,['Compagni di Cappio']
16571,['Frank DD & Friends']
16572,['Noise Zoo']
16573,"['Suncatcher', 'Falcon']"
16574,['Juventa']
16575,"['Ad Brown', 'Kerry Leva', 'Maor Levi']"
16576,"['Suncatcher', 'Mihai M', 'Starshifters']"
16577,['Mark Dreamer']
16578,['Diversion']
16579,['Theatra']
16580,['Dezza']
16581,['Luca Burgalassi']
16582,['André Sobota']
16583,['Casablanca']
16584,['Aka Odko']
16585,"['Thomas Hayes', 'Kyler England']"
16586,"['Ignas', 'Julie Thompson', 'Maor Levi']"
16587,['East & Atlas']
16588,['JPL']
16589,['Down to Ground']
16590,['Puscifer']
16591,"['Drake', 'Omarion']"
16592,['Santiago Cruz']
16593,['Random Rab']
16594,['Sandoval']
16595,"['Candace', 'Vanessa']"
16596,"['David Guetta', 'Chris Willis', 'Fergie', 'LMFAO']"
16597,['SUPER JUNIOR']
16598,['Five Man Electrical Band']
16599,['Richard Swift']
16600,['The Happy Haunts']
16601,['Phineas and the Ferbtones']
16602,['Ashana']
16603,['Buckethead']
16604,['Source Vibrations']
16605,"[""K'NAAN""]"
16606,"[""K'Jon""]"
16607,['We Were Promised Jetpacks']
16608,"['Frank Bridge', 'Enikő Magyar', 'Tadashi Imai']"
16609,['Tynisha Keli']
16610,"['Hurricane Chris', 'Superstarr']"
16611,"['Grizzly Bear', 'Victoria Legrand']"
16612,['Teenage Bottlerocket']
16613,"['Hezekiah Walker', 'Love Fellowship Choir', 'Marvin Sapp', 'D.J. Rogers']"
16614,['Dan Auerbach']
16615,['The Lonely Island']
16616,['Bedtime Baby']
16617,['JJ Grey & Mofro']
16618,"['Jesse McCartney', 'T-Pain']"
16619,"['Ana Gabriel', 'Vikki Carr']"
16620,['Imran Khan']
16621,"['JAY-Z', 'Kid Cudi']"
16622,['Balmorhea']
16623,['Los Amigos Invisibles']
16624,"['OJ Da Juiceman', 'Gucci Mane']"
16625,['The Black Atlantic']
16626,['The King Khan & BBQ Show']
16627,['Jason Walker']
16628,['The Protomen']
16629,['Stephen Marley']
16630,"['Baby Rasta', 'Gringo', 'Plan B']"
16631,"['Steve Angello', 'Laidback Luke', 'Robin S']"
16632,"['The Lonely Island', 'Justin Timberlake']"
16633,['Lil Ru']
16634,['Manchester Orchestra']
16635,['Gramatik']
16636,['The American Dollar']
16637,"['Hannah Montana', 'Corbin Bleu']"
16638,"['Jim Jones', 'Ron Browz', 'Juelz Santana']"
16639,['Tanya Chua']
16640,['Nesian N.I.N.E.']
16641,['Melody Gardot']
16642,['The Jompson Brothers']
16643,"['Kid Cudi', 'Cage', 'St. Vincent']"
16644,['The Jon Spencer Blues Explosion']
16645,"['Erik Satie', 'Cristina Ariagno']"
16646,"['Bryan J', 'Travis Porter']"
16647,"['Kid Cudi', 'Mary J. Blige']"
16648,"['Drake', 'Alicia Keys']"
16649,"['Scarface', 'Devin The Dude', 'Tela', 'Too $hort']"
16650,['The Black Jets']
16651,"['Michael Jackson', 'Akon']"
16652,['Kiko Rodriguez']
16653,['Native American Meditations']
16654,"['Farruko', 'Jadiel']"
16655,"['Bruno Mars', 'B.o.B', 'CeeLo Green']"
16656,"['Samuel Barber', 'Sir Simon Rattle', 'Berliner Philharmoniker']"
16657,['Christopher Wilde']
16658,"['Yelawolf', 'Rittz The Rapper']"
16659,['Los Dinamicos Del Norte']
16660,['Cultura Profética']
16661,"['Kendrick Lamar', 'Dom Kennedy', 'Murs']"
16662,"['Green Day', 'John Gallagher Jr.', 'Rebecca Naomi Jones', 'Stark Sands', 'The American Idiot Broadway Company']"
16663,"['Gorilla Zoe', 'Lil Wayne']"
16664,"['Blake Shelton', 'Trace Adkins']"
16665,"['My Darkest Days', 'Ludacris']"
16666,"['Janelle Monáe', 'Big Boi']"
16667,"['Grupo Bryndis', 'Los Acosta']"
16668,['Luniz']
16669,['Fei Yu-ching']
16670,"['Ray LaMontagne', 'The Pariah Dogs']"
16671,"['Don Omar', 'Plan B']"
16672,['Tim Berg']
16673,"['Cartel De Santa', 'Patan']"
16674,['Beta Radio']
16675,"['Cartel De Santa', 'El Millonario', 'Vida Baja', 'Cachorro', 'Wichi', 'Big Man']"
16676,"['Claude Debussy', 'James Rhodes']"
16677,"['Enrique Iglesias', 'Wisin', 'Yandel']"
16678,['The Dreadnoughts']
16679,['Dondria']
16680,['Blaze Foley']
16681,['Big Hooch']
16682,['Miranda Cosgrove']
16683,"[""Girls' Generation""]"
16684,['Gerardo Ortiz']
16685,['Rock Mafia']
16686,"['C-Murder', 'Magic', 'Snoop Dogg']"
16687,"['Kevin Rudolf', 'Birdman', 'Jay Sean', 'Lil Wayne']"
16688,"['He Is We', 'Owl City']"
16689,"['Kid Cudi', 'GLC', 'Chip Tha Ripper', 'Nicole Wray']"
16690,['Mikky Ekko']
16691,['Natalie Grant']
16692,"['Daniel Merriweather', 'Adele']"
16693,"['Apocalyptica', 'Brent Smith']"
16694,['SMO']
16695,"['Cartel De Santa', 'Bicho Ramirez']"
16696,"['Claudio Moran', 'Los Universales']"
16697,"['Yelawolf', 'Rock City']"
16698,"['Wiz Khalifa', 'Alborosie']"
16699,['Kual']
16700,['Evelyn Evelyn']
16701,"['Demi Lovato', 'Joe Jonas', 'Nick Jonas', 'Alyson Stoner']"
16702,"['Gorillaz', 'Lou Reed']"
16703,['Best Coast']
16704,"['Frédéric Chopin', 'Nelson Freire']"
16705,"['Snoop Dogg', 'Wiz Khalifa']"
16706,"['Kendrick Lamar', 'GLC']"
16707,"['Iyaz', 'Travie McCoy']"
16708,"['Victorious Cast', 'Victoria Justice', 'Leon Thomas III']"
16709,['Fuego']
16710,"['Gucci Mane', 'Waka Flocka Flame']"
16711,['The Muppets']
16712,"['Wiz Khalifa', 'Curren$y']"
16713,['Aperture Science Psychoacoustic Laboratories']
16714,"['Mike Posner', 'Lil Wayne']"
16715,['Benjamin Francis Leftwich']
16716,"['Aqualung', 'Lucy Schwartz']"
16717,['Proleter']
16718,"['Lil Jon & The East Side Boyz', 'Pastor Troy']"
16719,"['Los Tigres Del Norte', 'Paulina Rubio']"
16720,"['Franco De Vita', 'Alejandra Guzman']"
16721,"['Hunter Hayes', 'Jason Mraz']"
16722,"['Mandisa', 'TobyMac']"
16723,['La Dispute']
16724,"['Jeezy', 'Future']"
16725,"['Avicii', 'Skrillex']"
16726,"['Afrojack', 'Eva Simons']"
16727,['The Features']
16728,['That Handsome Devil']
16729,['The Wonder Years']
16730,"['Alexis y Fido', 'Franco ""El Gorilla""']"
16731,['El Bebeto']
16732,"['Korn', 'Skrillex']"
16733,"['Big Time Rush', 'Iyaz']"
16734,"['Benny Benassi', 'Gary Go']"
16735,['Craig Campbell']
16736,['Ramin Djawadi']
16737,"['Frédéric Chopin', 'Benjamin Grosvenor']"
16738,"['Harvey Karp, MD, FAAP']"
16739,"['T-Pain', 'Ne-Yo']"
16740,['Redlight King']
16741,"['Justin Bieber', 'Rascal Flatts']"
16742,"['Skrillex', 'Ellie Goulding']"
16743,['Garth Stevenson']
16744,['Ólafur Arnalds']
16745,"['Franz Liszt', 'Lang Lang']"
16746,"['J Alvarez', 'Ñejo & Dalmata']"
16747,"['Jeff Bernat', 'Geologic Of The Blue Scholars']"
16748,"['JAY-Z', 'Kanye West', 'Mr Hudson']"
16749,['SS501']
16750,['Breathe Carolina']
16751,"['Ellie Goulding', 'Bassnectar']"
16752,"['DJ Khaled', 'Ludacris', 'Busta Rhymes', 'Twista', 'T-Pain', 'Mavado', 'Birdman', 'Ace Hood', 'Fat Joe', 'Jadakiss', 'Bun B', 'The Game', 'Waka Flocka Flame']"
16753,"['Charlie Parr', 'Nicholas Mrozinski']"
16754,['Powerwolf']
16755,['AJ Rafael']
16756,"['You Me At Six', 'Oli Sykes']"
16757,['Jamie Foxx']
16758,"['Eraldo Bernocchi', 'Harold Budd', 'Robin Guthrie']"
16759,"['3 Doors Down', 'Jack Joseph Puig']"
16760,"['Problem', 'Bad Lucc']"
16761,"['Gerardo Ortiz', 'Kevin Ortiz']"
16762,['Jana Kramer']
16763,"['Victorious Cast', 'Elizabeth Gillies']"
16764,"['Michael Bublé', 'Naturally 7']"
16765,['Papadosio']
16766,"['Rebelution', 'Lutan Fyah']"
16767,['Basement']
16768,"['Coco Jones', 'Tyler James Williams']"
16769,"['Nicki Minaj', 'Ciara']"
16770,['The English Beat']
16771,['DEV']
16772,"[""Christine D'Clario""]"
16773,['First Aid Kit']
16774,['Los Cuates de Sinaloa']
16775,['Youngblood Hawke']
16776,"['Tyga', '2 Chainz']"
16777,['Parov Stelar']
16778,"['Chief Keef', 'Soulja Boy']"
16779,"['B.o.B', 'Taylor Swift']"
16780,['Marianas Trench']
16781,['Enjoy']
16782,"['Hoodie Allen', 'Jhameel']"
16783,['Tsuyu']
16784,['Otto Knows']
16785,"['Brandy', 'Chris Brown']"
16786,"['The Game', 'Chris Brown', 'Tyga', 'Wiz Khalifa', 'Lil Wayne']"
16787,['DJ Drez']
16788,"['Jerry Douglas', 'Paul Simon', 'Mumford & Sons']"
16789,['Sky Ferreira']
16790,['Moccasin Creek']
16791,"['Lifehouse', 'Natasha Bedingfield']"
16792,"['Meek Mill', 'Big Sean']"
16793,['Brad Knauber']
16794,"['Zion', 'Jory Boy', 'Ken-Y']"
16795,['George Tidwell']
16796,"['Rihanna', 'David Guetta']"
16797,['Solange']
16798,['Die Antwoord']
16799,['Allah-Las']
16800,"['Usher', 'Rick Ross']"
16801,['Gloriana']
16802,"['Florence + The Machine', 'Calvin Harris']"
16803,"['Alicia Keys', 'Maxwell']"
16804,"['Frédéric Chopin', 'Khatia Buniatishvili']"
16805,"['Pablo Alborán', 'Jesse & Joy']"
16806,['The Vaccines']
16807,"['WZRD', 'Desire']"
16808,"['Pitbull', 'Trina', 'Young Bo']"
16809,['Finatticz']
16810,['Chris Travis']
16811,"['Jesus Culture', 'Kim Walker-Smith']"
16812,['Britt Nicole']
16813,['Kreayshawn']
16814,"['Ben Fankhauser', 'Jeremy Jordan', 'Newsies Original Broadway Cast']"
16815,"['Labrinth', 'Emeli Sandé']"
16816,"['Warren G', 'Nate Dogg', 'The Game']"
16817,"['Boyce Avenue', 'Kina Grannis']"
16818,['Kim Walker-Smith']
16819,['Lucy Rose']
16820,['General Public']
16821,['The Young Professionals']
16822,['Rob Bailey & The Hustle Standard']
16823,['It Boys!']
16824,['Krewella']
16825,['Canserbero']
16826,['Olivia Holt']
16827,['M|O|O|N']
16828,['Shawn James']
16829,['Stephen Swartz']
16830,"['Michael Bublé', 'Thalia']"
16831,"['Jeff Williams', 'Casey Lee Williams', 'Sandy Casey']"
16832,['Priceless Da Roc']
16833,['Real Friends']
16834,['Dmac']
16835,"['Alejandro Fernández', 'Christina Aguilera']"
16836,"['will.i.am', 'Miley Cyrus', 'French Montana', 'Wiz Khalifa', 'Mustard']"
16837,"['J. Cole', 'James Fauntleroy']"
16838,['Trinidad James']
16839,"['Keith Urban', 'Miranda Lambert']"
16840,['Shooter Jennings']
16841,"['Shane Smith & the Saints', 'Ryan Engleman']"
16842,['Our Last Night']
16843,['Los Primos MX']
16844,"['Tyga', 'Cedric Gervais', 'Wiz Khalifa', 'Mally Mall']"
16845,['Hezekiah Walker']
16846,['Parry Gripp']
16847,['Drunksouls']
16848,['Gabrielle Aplin']
16849,['Rittz']
16850,"['Chance the Rapper', 'Nate Fox']"
16851,['Treyarch']
16852,"['Tyler, The Creator', 'Domo Genesis', 'Earl Sweatshirt']"
16853,['Gustavo Santaolalla']
16854,['Emblem3']
16855,['Tamar Braxton']
16856,"['Tyler, The Creator', 'Hodgy']"
16857,['Citizen']
16858,"['Ross Lynch', 'Maia Mitchell']"
16859,['Car Seat Headrest']
16860,"['Bubba Sparxxx', 'Colt Ford', 'Danny Boone']"
16861,"['Earl Sweatshirt', 'Tyler, The Creator']"
16862,['Front Porch Step']
16863,"['Maribou State', 'Holly Walker']"
16864,"['Dirty South', 'Alesso', 'Ruben Haze']"
16865,['Jose Luis Reyes']
16866,"['Wolfgang Amadeus Mozart', 'Academy of Ancient Music', 'Stephen Cleobury', ""Choir of King's College, Cambridge""]"
16867,"['Travis Scott', 'T.I.', '2 Chainz']"
16868,['Tasha Cobbs Leonard']
16869,"['The Lacs', 'Colt Ford', 'JJ Lawhorn']"
16870,['QUE.']
16871,"['Michael Bublé', 'Reese Witherspoon']"
16872,"['Tech N9ne', 'Wrekonize', 'Snow Tha Product', 'Twisted Insane']"
16873,"['Keith Urban', 'Eric Church']"
16874,['Yung Lean']
16875,['Digital Daggers']
16876,"['Ricardo Montaner', 'Evaluna Montaner']"
16877,"['Rich Gang', 'Lil Wayne', 'Birdman', 'Mack Maine', 'Nicki Minaj', 'Future']"
16878,"['Cast - Sofia the First', 'Sofia']"
16879,['Brick + Mortar']
16880,"['Bingo Players', 'Far East Movement']"
16881,"['John Mayer', 'Frank Ocean']"
16882,"['Lil Wyte', 'Jelly Roll', 'Twiztid']"
16883,"['Kavinsky', 'The Weeknd']"
16884,['Andrew Bird']
16885,"['Tyga', 'The Game']"
16886,"['Linkin Park', 'Steve Aoki']"
16887,"['Flux Pavilion', 'Childish Gambino']"
16888,"['Armin van Buuren', 'Trevor Guthrie']"
16889,"['Tegan and Sara', 'The Lonely Island']"
16890,['RHODES']
16891,"['The Chainsmokers', 'sirenXX']"
16892,['Unspoken']
16893,"['Young Thug', 'A$AP Ferg', 'Freddie Gibbs']"
16894,"['Porter Robinson', 'Amy Millan']"
16895,"['Gucci Mane', 'Chief Keef']"
16896,['The Barr Brothers']
16897,"['Steve Aoki', 'Chris Lake', 'Tujamo', 'Kid Ink']"
16898,['Jack White']
16899,['Ryan Caraveo']
16900,['Morningsiders']
16901,['Ezra Vine']
16902,['Remmy Valenzuela']
16903,['Sorority Noise']
16904,"['Route 94', 'Jess Glynne']"
16905,"['G-Eazy', 'E-40', 'Jay Anthony']"
16906,"['Enrique Iglesias', 'Romeo Santos']"
16907,['Daniela Andrade']
16908,['Catfish and the Bottlemen']
16909,"['Wiz Khalifa', 'Snoop Dogg', 'Ty Dolla $ign']"
16910,"['Common', 'John Legend']"
16911,"['Preme', 'Drake', 'Future']"
16912,['Indila']
16913,"['Deorro', 'DyCy', 'Adrian Delgado']"
16914,"['YG', 'ScHoolboy Q', 'Jay Rock']"
16915,['The Vamps']
16916,['Angel Olsen']
16917,"['Chris Brown', 'Nicki Minaj']"
16918,['Free Throw']
16919,"['Disclosure', 'London Grammar']"
16920,['Chaos Chaos']
16921,['Artist Vs Poet']
16922,['2NE1']
16923,['La Maquinaria Norteña']
16924,"['Space Jesus', 'Clay Parnell', 'Rory ""Sweet Boy"" Dolan']"
16925,['Dustin Tebbutt']
16926,"['Big Data', 'Joywave', 'Oliver']"
16927,['Jamestown Revival']
16928,['The New Basement Tapes']
16929,['Vinyl Theatre']
16930,"['Logic', 'Childish Gambino']"
16931,['FKA twigs']
16932,"['Tyga', 'Young Thug']"
16933,['The National Parks']
16934,"['Max Richter', 'Daniel Hope', 'Konzerthaus Kammerorchester Berlin', 'Andre de Ridder']"
16935,['Lucius']
16936,"['ODESZA', 'Shy Girls']"
16937,"['Luis Fonsi', 'Juan Luis Guerra 4.40']"
16938,"['Barrett Wilbert Weed', 'Michelle Duffy', 'Daniel Cooney', 'Ryan McCartan', 'Elle McLemore']"
16939,"['Enrique Iglesias', 'Sean Paul', 'Descemer Bueno', 'Gente De Zona']"
16940,['Noel Torres']
16941,['Hyper']
16942,"['Ryan Montbleau', 'Tall Heights']"
16943,['Rita Ora']
16944,['Pigeons Playing Ping Pong']
16945,"['Young Money', 'Tyga', 'Nicki Minaj', 'Lil Wayne']"
16946,['El Komander']
16947,['Bando Jonez']
16948,['Otto Totland']
16949,"['Ariana Grande', 'Childish Gambino']"
16950,"['Mariah Carey', 'Miguel']"
16951,"['Freddie Gibbs', 'Madlib', 'Danny Brown']"
16952,"['Nicki Minaj', 'Skylar Grey']"
16953,"['G-Eazy', 'A$AP Ferg', 'Danny Seth']"
16954,"['Future', 'Kanye West']"
16955,['Hollywood Ending']
16956,"['August Alsina', 'B.o.B', 'Yo Gotti']"
16957,"['YG', 'Lil Wayne', 'Rich Homie Quan', 'Meek Mill', 'Nicki Minaj']"
16958,"['Ryan McCartan', 'Barrett Wilbert Weed']"
16959,"['Rebelution', 'Don Carlos']"
16960,"['Freddie Gibbs', 'Madlib']"
16961,"['Alexandre Desplat', 'London Symphony Orchestra']"
16962,"['Dom Kennedy', 'TeeFLii']"
16963,"['Timeflies', 'Katie Sky']"
16964,"['Isaiah Rashad', 'Jay Rock', 'ScHoolboy Q']"
16965,"['The Neighbourhood', 'French Montana']"
16966,['Skegss']
16967,['OMFG']
16968,"['Karen Harding', 'Zac Samuel']"
16969,['Young Dolph']
16970,['Pia Mia']
16971,['Zella Day']
16972,"['Drake', 'Travis Scott']"
16973,['Banda Clave Nueva De Max Peraza']
16974,"['Stick Figure', 'Collie Buddz']"
16975,['Alfredo Olivas']
16976,['Tez Cadey']
16977,['Stephen']
16978,"['Carnage', 'Migos']"
16979,"['Brantley Gilbert', 'T.I.']"
16980,['BABYMETAL']
16981,"['Vedo', 'Natasha Mosley']"
16982,"['Taylor Swift', 'Kendrick Lamar']"
16983,"['Tiësto', 'The Chainsmokers']"
16984,"['Justin Bieber', 'Travis Scott']"
16985,"['Third Day', 'All Sons & Daughters']"
16986,"['White Noise Baby Sleep', 'White Noise for Babies', 'White Noise For Baby Sleep', 'Natural Sounds', 'Nature & Sounds Backgrounds']"
16987,"['Jeremih', 'Juicy J', 'Twista']"
16988,['Sy Ari Da Kid']
16989,"['Ghostemane', '$uicideBoy$', 'JGRXXN']"
16990,"['Ty Dolla $ign', 'Future', 'Rae Sremmurd']"
16991,"['Wiz Khalifa', 'Iggy Azalea']"
16992,['Ruelle']
16993,['Fox Academy']
16994,"['Shovels & Rope', 'Shakey Graves']"
16995,['Jordan Feliz']
16996,"['Marvin Gaye', 'Kygo']"
16997,['Hillsong Young & Free']
16998,"['DeJ Loaf', 'Lil Wayne']"
16999,['LIZ']
17000,"['Farruko', 'Ky-Mani Marley']"
17001,"['DeJ Loaf', 'Big Sean']"
17002,['Hot Flash Heat Wave']
17003,"['Colter Wall', 'The Dead South']"
17004,['Silentó']
17005,"['Tyler Farr', 'Jason Aldean']"
17006,"['DJ Khaled', 'Chris Brown', 'August Alsina', 'Future', 'Jeremih']"
17007,['Max Richter']
17008,['Lily James']
17009,"['Disclosure', 'Lorde']"
17010,['Turnover']
17011,"['Lil Dicky', 'Brain']"
17012,['Maggie Lindemann']
17013,['George Salazar']
17014,['Smallpools']
17015,"['Sergei Rachmaninoff', 'Daniil Trifonov', 'Philadelphia Orchestra', 'Yannick Nézet-Séguin']"
17016,['jhfly']
17017,['Stitches']
17018,"['Eminem', 'Gwen Stefani']"
17019,['Tall Heights']
17020,"['TheFatRat', 'Laura Brehm']"
17021,"['The Weeknd', 'Kygo']"
17022,"['Dove Cameron', 'Cameron Boyce', 'Booboo Stewart', 'Sofia Carson']"
17023,['Jasmine Thompson']
17024,"['Charles Gounod', 'Yo-Yo Ma']"
17025,"['Luke Bryan', 'Karen Fairchild']"
17026,"['Abhi The Nomad', 'Foster Cazz']"
17027,['Stevie Stone']
17028,"['Kanye West', 'Theophilus London', 'Allan Kingdom', 'Paul McCartney']"
17029,['Natalia Jiménez']
17030,"['Iron & Wine', 'Ben Bridwell']"
17031,['Lizz Robinett']
17032,"['Pitbull', 'Sensato', 'Osmani Garcia ""La Voz""']"
17033,['Harrison Storm']
17034,['Broadside']
17035,['Flatland Cavalry']
17036,"['Stick Figure', 'Slightly Stoopid']"
17037,"['Brown Noise for Babies', 'White Noise for Deeper Sleep', 'Appliances for Meditation']"
17038,"['Flatland Cavalry', 'Kaitlin Butts']"
17039,"['Mag.Lo', 'O Super']"
17040,"['EyeKeem', 'KORNDAWG', 'ACOT']"
17041,"['Vai Mahina', 'Sulata Foai-Amiatu', 'Matthew Ineleo']"
17042,['Limes']
17043,"['CHANYEOL', 'Punch']"
17044,['Mom Jeans.']
17045,"['V', 'JIN']"
17046,"['A Boogie Wit da Hoodie', 'DJ SpinKing']"
17047,"['A$AP Mob', 'A$AP Rocky', 'Tyler, The Creator', 'Playboi Carti', 'Yung Gleesh']"
17048,['bLAck pARty']
17049,"['dark cat', 'juu', 'Cinders']"
17050,"['Fat Joe', 'Remy Ma', 'JAY-Z', 'French Montana', 'InfaRed']"
17051,['Wild Rivers']
17052,['Jalen Santoy']
17053,['Martin Jensen']
17054,"['Chance the Rapper', 'Jeremih', 'Francis and the Lights']"
17055,"['Mario Winans', 'Enya', 'Diddy']"
17056,"['Coldplay', 'Seeb']"
17057,['MØ']
17058,"['Fifth Harmony', 'Fetty Wap']"
17059,"['Moneybagg Yo', 'Yo Gotti']"
17060,"['Jay Park', 'Hoody', 'Loco']"
17061,"['Enrique Iglesias', 'Wisin']"
17062,"[""Snail's House""]"
17063,['Los Plebes del Rancho de Ariel Camacho']
17064,"['Jeezy', 'Bankroll Fresh']"
17065,"['ZHU', 'Skrillex', 'THEY.']"
17066,['Charlotte Day Wilson']
17067,"['DJ ESCO', 'Future', 'Lil Uzi Vert']"
17068,['Rain Sounds Factory STHLM']
17069,"['Black Coast', 'M. Maggie', 'Lucian']"
17070,['Yo Gotti']
17071,"['Chino & Nacho', 'Daddy Yankee']"
17072,"['Anuel AA', 'Daddy Yankee', 'Wisin', 'Farruko', 'Zion & Lennox']"
17073,['Binaural Beats Sleep']
17074,['cupcakKe']
17075,['Maleek Berry']
17076,['Puzzle']
17077,"['Pouya', 'Shakewell']"
17078,['T3R Elemento']
17079,['Fleurie']
17080,"['MAX', 'gnash']"
17081,"['Meek Mill', 'Young Thug', '21 Savage']"
17082,['Loving Caliber']
17083,['Flughand']
17084,"['Noname', ""Cam O'bi"", 'Raury']"
17085,"['Kid Cudi', 'Andre Benjamin']"
17086,"['DEAN', 'Gaeko']"
17087,"['6LACK', 'T-Pain']"
17088,['eli filosov [ p h i l o ]']
17089,"['KAYTRANADA', 'Anderson .Paak']"
17090,['Yuki Hayashi']
17091,['Dorothy']
17092,['Ana Olgica']
17093,"['Los Cadetes De Linares', 'Homero Guerrero y Lupe Tijerina']"
17094,['Brielle Von Hugel']
17095,"['Flosstradamus', 'FKi 1st', 'graves', 'Post Malone', 'KEY!']"
17096,"['Big Gigantic', 'Pell']"
17097,['dvsn']
17098,['Andreas Weise']
17099,"['Domo Genesis', 'Mac Miller']"
17100,"['Erik Eriksson', 'Lullabies for Deep Meditation', 'Baby Sweet Dream', 'White Noise Research']"
17101,"['DJ Drama', 'Chris Brown', 'Jhené Aiko', 'Tory Lanez', 'Fabolous', 'Trey Songz']"
17102,"['Lin-Manuel Miranda', ""Opetaia Foa'i""]"
17103,['03 Greedo']
17104,"['Seven Lions', 'ILLENIUM', 'Said the Sky', 'HALIENE']"
17105,"['Little Mix', 'Machine Gun Kelly']"
17106,"['Drake', 'PARTYNEXTDOOR']"
17107,['Andy Black']
17108,['Crecer German']
17109,['Nursery Rhymes 123']
17110,['one sonic society']
17111,['La La Land Cast']
17112,['Drake White']
17113,['Hillary Scott & The Scott Family']
17114,['Flatbush Zombies']
17115,['Adam Jensen']
17116,"['TSUKI', 'Shiloh Dynasty']"
17117,"['Matt Maeson', 'Vallis Alps']"
17118,['From Ashes to New']
17119,['Katastro']
17120,"[""Olivia Foa'i""]"
17121,['DOPE LEMON']
17122,['THE DU']
17123,['Ari Lennox']
17124,"['Sia', 'Sean Paul']"
17125,['Justin Hurwitz']
17126,"[""Olivia Foa'i"", ""Opetaia Foa'i"", 'Talaga Steve Sale']"
17127,['Rain Sounds ACE']
17128,"['Koe Wetzel', 'Parker McCollum']"
17129,['Rain Hard']
17130,['Murphy Elmore']
17131,['Read Southall Band']
17132,"['Mounika.', 'Cavetown']"
17133,['Zen Sounds']
17134,"['21 Savage', 'Offset', 'Metro Boomin', 'Quavo']"
17135,"['Jazmine Sullivan', 'Bryson Tiller']"
17136,"['Niall Horan', 'Maren Morris']"
17137,['Finding Hope']
17138,['Christian French']
17139,['The Sleep Helpers']
17140,['Virlan Garcia']
17141,['Zach Williams']
17142,"['Bethel Music', 'Steffany Gretzinger']"
17143,['Natural Sample Makers']
17144,"['Ghostemane', 'Shakewell', 'Pouya', 'Erick the Architect']"
17145,['Dreams of Dreams']
